Town,Super,Diesel,Kerosene,Start_Date,End_Date,(Start_Date)Day_of_week,(Start_Date)Day_of_month,(Start_Date)Month_No,(Start_Date)Year,(End_Date)Day_of_week,(End_Date)Day_of_month,(End_Date)Month_No,(End_Date)Year,Date_Range,Duration(Days),Dollar_Price
Kapenguria ,178.5,163.72,147.67,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Bungoma,178.26,163.48,147.44,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Moiben,177.52,162.74,146.68,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Matunda,177.49,162.7,146.66,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Burnt Forest,177.45,162.67,146.62,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Tambach,177.54,162.76,146.71,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Kapsowar,178,163.22,147.18,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Chebara,177.89,163.1,147.06,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Kimwarer,177.81,163.03,146.99,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Timboroa,177.73,162.95,146.9,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Nandi Hills,177.69,162.91,146.87,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Kaiboi,177.55,162.77,146.73,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Kiminini,178.05,163.27,147.21,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Endebes,178.39,163.61,147.57,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Saboti,178.07,163.29,147.25,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Chepareria,178.71,163.93,147.87,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Lomut,180.33,165.53,149.49,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Burgich,179.12,164.34,148.29,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Sigor,179.25,164.47,148.42,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Lodwar,181.68,166.9,150.85,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Kakuma,183.27,168.49,152.44,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Lokichar,180.68,165.9,149.85,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Kalokol,182.44,167.66,151.61,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Lokori,181.05,166.27,150.22,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Lokitaung,185.33,170.55,154.49,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Kapedo,180.33,165.53,149.49,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Malaba,178.66,163.88,147.84,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Lokichogio,184.46,169.68,153.63,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Ziwa,177.69,162.91,146.87,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Soy,177.51,162.72,146.67,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Moi's Bridge,177.57,162.78,146.74,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Turbo,177.45,162.67,146.62,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Kibish,185.56,170.77,154.73,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Nakalale,184.39,169.6,153.55,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Loima,180.8,166.02,149.97,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Lokiriama,182.37,167.59,151.53,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Kainuk,179.57,164.79,148.74,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Kacheliba,178.9,164.12,148.07,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Kiwawa,179.5,164.72,148.68,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Ortum,179.09,164.31,148.26,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Kachibora,177.89,163.1,147.06,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Kwanza,178.6,163.82,147.78,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Kaplamai,177.92,163.14,147.08,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Eldama Ravine,178.33,163.55,147.51,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Tenges,178.47,163.69,147.65,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Barwessa,178.59,163.81,147.75,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Kipsaraman,179.49,164.71,148.66,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Loruk,179.36,164.58,148.53,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Kabartonjo,178.33,163.55,147.51,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Tindiret,178.39,163.61,147.57,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
O'lessos,177.57,162.78,146.74,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Kobujoi,177.97,163.19,147.14,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Serem,178.05,163.27,147.21,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Kabiyet,177.51,162.72,146.67,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Cheptulu,177.93,163.15,147.1,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Songor,178.47,163.69,147.65,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Kapcherop,178.11,163.33,147.28,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Sambalat,178.79,164.01,147.97,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Arror,178.45,163.67,147.61,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Tot,178.65,163.87,147.82,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Kaptarakwa,177.69,162.91,146.87,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Kapese,180.65,165.86,149.82,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Kalemngorok,180.03,165.25,149.21,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Marich,179.02,164.24,148.19,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Alale,179.5,164.72,148.68,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Kunyao,179.17,164.39,148.34,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Asilong,178.76,163.98,147.93,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Orolwo,178.79,164.01,147.97,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Sebit,178.74,163.96,147.92,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Morpus,178.65,163.87,147.82,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Chepkorniswo,178.53,163.75,147.71,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Kaibichbich,178.49,163.7,147.66,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Keringet,178.21,163.43,147.39,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Kisumu,177.5,162.7,146.66,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Sondu,177.59,162.8,146.77,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Oyugis,178.08,163.29,147.25,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Kakamega,177.54,162.75,146.72,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Mumias,177.82,163.03,146.99,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Bondo,177.7,162.91,146.88,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Siaya,177.83,163.04,147,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Kericho,178,163.21,147.17,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Nyamira,178.07,163.28,147.24,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Kisii,178.37,163.58,147.55,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Sotik,178.21,163.42,147.38,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Keroka,178.39,163.6,147.56,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Busia,178.36,163.57,147.54,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Homabay,178.31,163.52,147.48,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Migori,179.17,164.37,148.34,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Isebania,179.45,164.66,148.62,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Bomet,178.61,163.82,147.78,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Muhoroni,177.72,162.93,146.9,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Mbita,178.3,163.5,147.47,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Mbale,177.5,162.7,146.66,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Etago,178.94,164.15,148.12,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Magenche,179.05,164.26,148.22,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Kilgoris,178.88,164.09,148.06,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Malava,177.86,163.06,147.03,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Lugari,178.25,163.45,147.42,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Rodi Kopany,178.37,163.58,147.55,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Ndhiwa,178.65,163.86,147.82,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Rangwe,178.36,163.57,147.54,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Sindo,178.37,163.58,147.55,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Awasi,177.45,162.66,146.63,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Ahero,177.5,162.7,146.66,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Ugunja,177.93,163.13,147.1,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Asembo,177.57,162.78,146.75,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Usenge,178.06,163.26,147.22,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Harambee,177.54,162.75,146.71,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Muhuru Bay,179.31,164.52,148.48,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Kehancha,179.54,164.75,148.71,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Ntimaru,179.85,165.06,149.02,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Rongo,178.62,163.83,147.8,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Kaspokwony,178.59,163.8,147.75,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Chwele,178.53,163.74,147.7,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Kimilili,178.46,163.67,147.62,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Nambale,178.36,163.57,147.54,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
SioPort,178.35,163.56,147.53,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Port Bunyala,178.4,163.61,147.57,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Funyula,178.22,163.43,147.4,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Ogembo,178.53,163.74,147.7,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Nyangusu,178.79,164,147.96,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Sengera,178.72,163.92,147.88,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Keumbu,178.44,163.64,147.61,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Marani,178.14,163.35,147.31,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Kerina,178.5,163.71,147.68,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Ikonge,177.86,163.07,147.03,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Nyansiongo,178.26,163.47,147.43,11/15/2022,12/14/2022,Tuesday,15,11,2022,Wednesday,14,12,2022,2022-11-15 - 2022-12-14,29,121.90
Mombasa,174.98,159.76,143.69,12/15/2022,1/14/2023,Thursday,15,12,2022,Saturday,14,1,2023,2022-12-15 - 2023-01-14,30,122.90
Kilifi,175.69,160.47,144.41,12/15/2022,1/14/2023,Thursday,15,12,2022,Saturday,14,1,2023,2022-12-15 - 2023-01-14,30,122.90
Likoni Mainland,175.34,160.11,144.05,12/15/2022,1/14/2023,Thursday,15,12,2022,Saturday,14,1,2023,2022-12-15 - 2023-01-14,30,122.90
Kwale,175.34,160.11,144.05,12/15/2022,1/14/2023,Thursday,15,12,2022,Saturday,14,1,2023,2022-12-15 - 2023-01-14,30,122.90
Malindi,175.9,160.67,144.61,12/15/2022,1/14/2023,Thursday,15,12,2022,Saturday,14,1,2023,2022-12-15 - 2023-01-14,30,122.90
Lungalunga,176.05,160.83,144.76,12/15/2022,1/14/2023,Thursday,15,12,2022,Saturday,14,1,2023,2022-12-15 - 2023-01-14,30,122.90
Voi,176.46,161.24,145.17,12/15/2022,1/14/2023,Thursday,15,12,2022,Saturday,14,1,2023,2022-12-15 - 2023-01-14,30,122.90
Taveta,177.86,162.64,146.58,12/15/2022,1/14/2023,Thursday,15,12,2022,Saturday,14,1,2023,2022-12-15 - 2023-01-14,30,122.90
Lamu,178.27,163.06,147,12/15/2022,1/14/2023,Thursday,15,12,2022,Saturday,14,1,2023,2022-12-15 - 2023-01-14,30,122.90
Hola,178.57,163.34,147.28,12/15/2022,1/14/2023,Thursday,15,12,2022,Saturday,14,1,2023,2022-12-15 - 2023-01-14,30,122.90
Mpeketoni,178.27,163.06,147,12/15/2022,1/14/2023,Thursday,15,12,2022,Saturday,14,1,2023,2022-12-15 - 2023-01-14,30,122.90
Minjila,177.25,162.02,145.96,12/15/2022,1/14/2023,Thursday,15,12,2022,Saturday,14,1,2023,2022-12-15 - 2023-01-14,30,122.90
Garsen,177.33,162.11,146.05,12/15/2022,1/14/2023,Thursday,15,12,2022,Saturday,14,1,2023,2022-12-15 - 2023-01-14,30,122.90
Samburu,175.28,160.06,144,12/15/2022,1/14/2023,Thursday,15,12,2022,Saturday,14,1,2023,2022-12-15 - 2023-01-14,30,122.90
Taru,175.46,160.24,144.18,12/15/2022,1/14/2023,Thursday,15,12,2022,Saturday,14,1,2023,2022-12-15 - 2023-01-14,30,122.90
Mwatate,176.79,161.57,145.51,12/15/2022,1/14/2023,Thursday,15,12,2022,Saturday,14,1,2023,2022-12-15 - 2023-01-14,30,122.90
Wundanyi,176.96,161.74,145.68,12/15/2022,1/14/2023,Thursday,15,12,2022,Saturday,14,1,2023,2022-12-15 - 2023-01-14,30,122.90
Kaloleni,175.13,159.92,143.85,12/15/2022,1/14/2023,Thursday,15,12,2022,Saturday,14,1,2023,2022-12-15 - 2023-01-14,30,122.90
Marereni,176.56,161.34,145.27,12/15/2022,1/14/2023,Thursday,15,12,2022,Saturday,14,1,2023,2022-12-15 - 2023-01-14,30,122.90
Nairobi,177.3,162,145.94,12/15/2022,1/14/2023,Thursday,15,12,2022,Saturday,14,1,2023,2022-12-15 - 2023-01-14,30,122.90
Thika,177.31,162.01,145.94,12/15/2022,1/14/2023,Thursday,15,12,2022,Saturday,14,1,2023,2022-12-15 - 2023-01-14,30,122.90
Machakos,177.54,162.24,146.18,12/15/2022,1/14/2023,Thursday,15,12,2022,Saturday,14,1,2023,2022-12-15 - 2023-01-14,30,122.90
Kajiado,177.72,162.42,146.36,12/15/2022,1/14/2023,Thursday,15,12,2022,Saturday,14,1,2023,2022-12-15 - 2023-01-14,30,122.90
Makuyu,177.59,162.29,146.23,12/15/2022,1/14/2023,Thursday,15,12,2022,Saturday,14,1,2023,2022-12-15 - 2023-01-14,30,122.90
Muranga,177.82,162.52,146.46,12/15/2022,1/14/2023,Thursday,15,12,2022,Saturday,14,1,2023,2022-12-15 - 2023-01-14,30,122.90
Sagana,178.05,162.75,146.68,12/15/2022,1/14/2023,Thursday,15,12,2022,Saturday,14,1,2023,2022-12-15 - 2023-01-14,30,122.90
Embu,178.4,163.1,147.04,12/15/2022,1/14/2023,Thursday,15,12,2022,Saturday,14,1,2023,2022-12-15 - 2023-01-14,30,122.90
Kerugoya,178.33,163.03,146.97,12/15/2022,1/14/2023,Thursday,15,12,2022,Saturday,14,1,2023,2022-12-15 - 2023-01-14,30,122.90
Narok,178.69,163.4,147.33,12/15/2022,1/14/2023,Thursday,15,12,2022,Saturday,14,1,2023,2022-12-15 - 2023-01-14,30,122.90
Nyeri,178.67,163.37,147.31,12/15/2022,1/14/2023,Thursday,15,12,2022,Saturday,14,1,2023,2022-12-15 - 2023-01-14,30,122.90
Namanga,178.85,163.55,147.48,12/15/2022,1/14/2023,Thursday,15,12,2022,Saturday,14,1,2023,2022-12-15 - 2023-01-14,30,122.90
Kiganjo,178.64,163.34,147.28,12/15/2022,1/14/2023,Thursday,15,12,2022,Saturday,14,1,2023,2022-12-15 - 2023-01-14,30,122.90
Chuka,178.93,163.63,147.57,12/15/2022,1/14/2023,Thursday,15,12,2022,Saturday,14,1,2023,2022-12-15 - 2023-01-14,30,122.90
Kitui,178.84,163.54,147.47,12/15/2022,1/14/2023,Thursday,15,12,2022,Saturday,14,1,2023,2022-12-15 - 2023-01-14,30,122.90
Mwingi,179.22,163.93,147.86,12/15/2022,1/14/2023,Thursday,15,12,2022,Saturday,14,1,2023,2022-12-15 - 2023-01-14,30,122.90
Nanyuki,179.23,163.94,147.87,12/15/2022,1/14/2023,Thursday,15,12,2022,Saturday,14,1,2023,2022-12-15 - 2023-01-14,30,122.90
Nkubu,180.21,164.91,148.84,12/15/2022,1/14/2023,Thursday,15,12,2022,Saturday,14,1,2023,2022-12-15 - 2023-01-14,30,122.90
Mtito Andei,179.74,164.44,148.38,12/15/2022,1/14/2023,Thursday,15,12,2022,Saturday,14,1,2023,2022-12-15 - 2023-01-14,30,122.90
Meru,180.4,165.1,149.04,12/15/2022,1/14/2023,Thursday,15,12,2022,Saturday,14,1,2023,2022-12-15 - 2023-01-14,30,122.90
Isiolo,180.26,164.96,148.89,12/15/2022,1/14/2023,Thursday,15,12,2022,Saturday,14,1,2023,2022-12-15 - 2023-01-14,30,122.90
Maua,180.85,165.56,149.49,12/15/2022,1/14/2023,Thursday,15,12,2022,Saturday,14,1,2023,2022-12-15 - 2023-01-14,30,122.90
Garissa,181.47,166.17,150.11,12/15/2022,1/14/2023,Thursday,15,12,2022,Saturday,14,1,2023,2022-12-15 - 2023-01-14,30,122.90
Marsabit,185.15,169.85,153.79,12/15/2022,1/14/2023,Thursday,15,12,2022,Saturday,14,1,2023,2022-12-15 - 2023-01-14,30,122.90
Liboi,184.24,168.94,152.87,12/15/2022,1/14/2023,Thursday,15,12,2022,Saturday,14,1,2023,2022-12-15 - 2023-01-14,30,122.90
Moyale,186.74,171.44,155.37,12/15/2022,1/14/2023,Thursday,15,12,2022,Saturday,14,1,2023,2022-12-15 - 2023-01-14,30,122.90
Sololo,185.79,170.49,154.43,12/15/2022,1/14/2023,Thursday,15,12,2022,Saturday,14,1,2023,2022-12-15 - 2023-01-14,30,122.90
Habaswein,184.16,168.86,152.8,12/15/2022,1/14/2023,Thursday,15,12,2022,Saturday,14,1,2023,2022-12-15 - 2023-01-14,30,122.90
Dadaab,182.85,167.55,151.49,12/15/2022,1/14/2023,Thursday,15,12,2022,Saturday,14,1,2023,2022-12-15 - 2023-01-14,30,122.90
